,Game,Platform,Hours,earnings,whyplay,League,streams,Age,Work,Degree,Playstyle,SPIN_T,SWL_T,GAD_T,Social_Anxiety,Life_Satisfaction,Anxiety_Level,Narcissism,Residence,Birthplace,Residence_ISO3,Birthplace_ISO3
9934,League of Legends,PC,25.0,I play for fun,having fun,Platinum,12.0,20,Employed,Bachelor (or equivalent),Multiplayer - online - with real life friends,5.0,29,1,None,Dissatisfied,Minimal Anxiety,2.0,France,France,FRA,FRA
9947,League of Legends,PC,8.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Diamond,5.0,20,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,14.0,6,4,None,Extremely Satisfied,Minimal Anxiety,3.0,Bulgaria,Bulgaria,BGR,BGR
9956,League of Legends,PC,8.0,I play for fun,winning,Diamond,2.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,29.0,11,3,Mild,Satisfied,Minimal Anxiety,1.0,Romania,Romania,ROU,ROU
9958,League of Legends,PC,28.0,I play for fun,having fun,Silver,4.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,18.0,22,9,None,Slightly Dissatisfied,Mild Anxiety,2.0,Germany,Germany,DEU,DEU
9962,League of Legends,PC,3.0,I play for fun,improving,Platinum,20.0,24,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,7.0,19,1,None,Slightly Satisfied,Minimal Anxiety,3.0,Brazil,Brazil,BRA,BRA
9967,League of Legends,PC,8.0,I play for fun,relaxing,Gold,0.0,21,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,8.0,22,3,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
9972,Other,PC,10.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Gold,20.0,28,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,12.0,15,9,None,Slightly Satisfied,Mild Anxiety,1.0,USA,USA,USA,USA
9973,League of Legends,PC,30.0,I play for fun,improving,Platinum,40.0,25,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,10.0,23,3,None,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
9976,League of Legends,PC,10.0,I play for fun,improving,Silver,10.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,1.0,22,1,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Unknown,Austria,,AUT
9983,League of Legends,PC,65.0,I play for fun,improving,Diamond,5.0,18,Student at school,None,Multiplayer - online - with real life friends,33.0,27,3,Moderate,Dissatisfied,Minimal Anxiety,3.0,Austria,Austria,AUT,AUT
9987,League of Legends,PC,10.0,I play for fun,improving,Platinum,10.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,18.0,21,3,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
9995,League of Legends,PC,13.0,I play for fun,having fun,Silver,1.0,22,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,17.0,20,3,None,Neutral,Minimal Anxiety,1.0,Germany,Germany,DEU,DEU
9996,League of Legends,PC,3.0,I play for fun,having fun,Silver,5.0,28,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,24.0,12,5,Mild,Satisfied,Mild Anxiety,2.0,Romania,Romania,ROU,ROU
9997,League of Legends,PC,20.0,I play for fun,improving,Diamond,8.0,24,Employed,None,Multiplayer - online - with strangers,17.0,34,3,None,Extremely Dissatisfied,Minimal Anxiety,5.0,Hungary,Hungary,HUN,HUN
10001,League of Legends,PC,17.0,I play for fun,improving,Bronze,1.0,26,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,19.0,23,2,None,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10008,Other,PC,30.0,I play for fun,having fun,Gold,0.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,12.0,26,6,None,Dissatisfied,Mild Anxiety,5.0,Greece,Greece,GRC,GRC
10022,League of Legends,PC,20.0,I play for fun,winning,Silver,10.0,37,Employed,Master (or equivalent),Multiplayer - online - with strangers,5.0,16,0,None,Slightly Satisfied,Minimal Anxiety,3.0,Portugal,Portugal,PRT,PRT
10030,League of Legends,PC,16.0,I play for fun,improving,Platinum,50.0,18,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,21.0,21,3,Mild,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10048,League of Legends,PC,20.0,I play for fun,improving,Diamond,5.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,9.0,26,1,None,Dissatisfied,Minimal Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
10055,Counter Strike,PC,40.0,I play for fun,improving,Silver,10.0,20,Student at school,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,23.0,23,2,Mild,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10057,League of Legends,"Console (PS, Xbox, ...)",5.0,I play for fun,relaxing,Gold,4.0,25,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with strangers,15.0,18,7,None,Slightly Satisfied,Mild Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
10058,League of Legends,PC,14.0,I play for fun,winning,Gold,20.0,23,Student at college / university,"Ph.D., Psy. D., MD (or equivalent)",Multiplayer - online - with real life friends,6.0,31,4,None,Extremely Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10066,League of Legends,PC,20.0,I play for fun,having fun,Silver,10.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,50.0,23,13,Severe,Slightly Dissatisfied,Moderate Anxiety,4.0,Germany,Germany,DEU,DEU
10075,League of Legends,PC,15.0,I play for fun,improving,Platinum,35.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,21.0,12,5,Mild,Satisfied,Mild Anxiety,2.0,USA,USA,USA,USA
10078,League of Legends,PC,21.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,7.0,18,Student at college / university,High school diploma (or equivalent),Singleplayer,18.0,27,3,None,Dissatisfied,Minimal Anxiety,2.0,Austria,Germany,AUT,DEU
10080,League of Legends,PC,12.0,I play for fun,winning,Silver,20.0,23,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,20.0,22,3,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
10089,League of Legends,PC,16.0,I play for fun,improving,Silver,6.0,20,Student at college / university,High school diploma (or equivalent),Singleplayer,34.0,26,5,Moderate,Dissatisfied,Mild Anxiety,2.0,USA,Bangladesh,USA,BGD
10097,League of Legends,PC,35.0,I play for fun,winning,Platinum,5.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,43.0,15,11,Severe,Slightly Satisfied,Moderate Anxiety,2.0,Slovenia,Slovenia,SVN,SVN
10105,Other,PC,15.0,I play for fun,winning,Platinum,9.0,21,Student at college / university,None,Singleplayer,30.0,20,6,Mild,Neutral,Mild Anxiety,4.0,USA,USA,USA,USA
10109,Counter Strike,PC,35.0,I play for fun,having fun,Silver,30.0,25,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,9.0,24,3,None,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10123,League of Legends,PC,3.0,I play for fun,winning,Gold,4.0,18,Student at school,None,Multiplayer - online - with real life friends,14.0,11,5,None,Satisfied,Mild Anxiety,4.0,Hungary,Hungary,HUN,HUN
10124,League of Legends,PC,20.0,I play for fun,improving,Gold,5.0,25,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,17.0,19,5,None,Slightly Satisfied,Mild Anxiety,4.0,UK,UK,GBR,GBR
10125,League of Legends,PC,20.0,I play for fun,having fun,Gold,6.0,20,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,22.0,26,5,Mild,Dissatisfied,Mild Anxiety,3.0,Germany,Germany,DEU,DEU
10137,League of Legends,PC,20.0,I play for fun,having fun,Bronze,6.0,18,Student at school,None,Multiplayer - online - with real life friends,14.0,24,0,None,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10139,League of Legends,PC,20.0,I play for fun,winning,Gold,2.0,23,Employed,Bachelor (or equivalent),Singleplayer,17.0,30,8,None,Dissatisfied,Mild Anxiety,3.0,UK,Spain,GBR,ESP
10148,League of Legends,PC,30.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,3.0,18,Student at school,None,Multiplayer - online - with strangers,16.0,31,2,None,Extremely Dissatisfied,Minimal Anxiety,5.0,Czech Republic,Czech Republic,CZE,CZE
10149,League of Legends,PC,100.0,I earn a living by playing this game,winning,Challenger,10.0,20,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with strangers,15.0,25,7,None,Slightly Dissatisfied,Mild Anxiety,4.0,Canada,Iraq,CAN,IRQ
10150,Counter Strike,PC,20.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Gold,8.0,18,Student at school,None,Multiplayer - online - with real life friends,0.0,10,3,None,Satisfied,Minimal Anxiety,1.0,Norway,Norway,NOR,NOR
10158,League of Legends,PC,20.0,I play for fun,improving,Platinum,15.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,14.0,12,4,None,Satisfied,Minimal Anxiety,4.0,USA,USA,USA,USA
10160,League of Legends,PC,28.0,I play for fun,improving,Bronze,3.0,22,Unemployed / between jobs,None,Multiplayer - online - with online acquaintances or teammates,29.0,15,1,Mild,Slightly Satisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10163,League of Legends,PC,30.0,I play for fun,having fun,Gold,10.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,23.0,18,4,Mild,Slightly Satisfied,Minimal Anxiety,1.0,Canada,India,CAN,IND
10166,League of Legends,PC,16.0,I play for fun,winning,Gold,20.0,21,Student at college / university,High school diploma (or equivalent),Singleplayer,7.0,23,2,None,Slightly Dissatisfied,Minimal Anxiety,4.0,USA,USA,USA,USA
10175,League of Legends,PC,10.0,I play for fun,relaxing,Gold,2.0,19,Student at college / university,None,Multiplayer - online - with real life friends,9.0,25,0,None,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10177,League of Legends,PC,15.0,I play for fun,improving,Gold,10.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,17.0,14,1,None,Satisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10183,League of Legends,PC,25.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Platinum,5.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,10.0,25,4,None,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10202,League of Legends,PC,10.0,I play for fun,having fun,Silver,10.0,23,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,10.0,20,1,None,Neutral,Minimal Anxiety,1.0,Germany,Germany,DEU,DEU
10206,League of Legends,PC,10.0,I play for fun,having fun,Gold,3.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,9.0,27,6,None,Dissatisfied,Mild Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
10213,League of Legends,PC,30.0,I play for fun,having fun,Gold,30.0,29,Unemployed / between jobs,Master (or equivalent),Multiplayer - online - with real life friends,18.0,15,2,None,Slightly Satisfied,Minimal Anxiety,1.0,France,France,FRA,FRA
10220,League of Legends,PC,35.0,I play for fun,improving,Gold,10.0,18,Student at school,None,Multiplayer - online - with strangers,37.0,8,9,Moderate,Extremely Satisfied,Mild Anxiety,4.0,Slovenia,Slovenia,SVN,SVN
10228,League of Legends,PC,50.0,I play for fun,having fun,Gold,15.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,37.0,12,18,Moderate,Satisfied, Severe Anxiety,1.0,USA,USA,USA,USA
10232,League of Legends,PC,15.0,I play for fun,improving,Platinum,3.0,19,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,14.0,22,9,None,Slightly Dissatisfied,Mild Anxiety,1.0,Romania,Romania,ROU,ROU
10237,League of Legends,PC,30.0,I play for fun,improving,Silver,4.0,19,Student at college / university,None,Multiplayer - online - with real life friends,12.0,29,3,None,Dissatisfied,Minimal Anxiety,1.0,UK,UK,GBR,GBR
10239,League of Legends,PC,12.0,I play for fun,having fun,Bronze,10.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,38.0,27,2,Moderate,Dissatisfied,Minimal Anxiety,3.0,UK,UK,GBR,GBR
10243,League of Legends,PC,60.0,I play for fun,winning,Diamond,2.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,52.0,8,12,Very Severe,Extremely Satisfied,Moderate Anxiety,1.0,Spain,Spain,ESP,ESP
10250,League of Legends,PC,10.0,I play for fun,having fun,Diamond,1.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,4.0,9,5,None,Extremely Satisfied,Mild Anxiety,1.0,USA,USA,USA,USA
10252,League of Legends,PC,30.0,I play for fun,improving,Gold,30.0,21,Employed,Bachelor (or equivalent),Multiplayer - online - with real life friends,7.0,21,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10259,League of Legends,PC,19.0,I play for fun,improving,Silver,3.0,20,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,24.0,25,3,Mild,Slightly Dissatisfied,Minimal Anxiety,1.0,Germany,Germany,DEU,DEU
10260,League of Legends,PC,11.0,I play for fun,winning,Gold,0.0,22,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,11.0,21,2,None,Slightly Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10261,Starcraft 2,PC,30.0,I play for fun,relaxing,Master,1.0,24,Unemployed / between jobs,Master (or equivalent),Multiplayer - online - with strangers,10.0,22,4,None,Slightly Dissatisfied,Minimal Anxiety,4.0,Romania,Romania,ROU,ROU
10266,League of Legends,PC,24.0,I play for fun,having fun,Silver,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,11.0,23,4,None,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10267,League of Legends,PC,10.0,I play for fun,improving,Diamond,20.0,23,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,9.0,27,9,None,Dissatisfied,Mild Anxiety,3.0,Sweden,Sweden,SWE,SWE
10280,Other,PC,20.0,I play for fun,having fun,Bronze,4.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,5.0,21,5,None,Slightly Dissatisfied,Mild Anxiety,1.0,Netherlands,Turkey,NLD,TUR
10294,League of Legends,PC,20.0,I play for fun,having fun,Silver,10.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,12.0,25,3,None,Slightly Dissatisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
10306,League of Legends,PC,18.0,I play for fun,having fun,Gold,15.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,19.0,18,4,None,Slightly Satisfied,Minimal Anxiety,1.0,Poland,Poland,POL,POL
10323,Starcraft 2,PC,10.0,I play for fun,having fun,Gold,3.0,28,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,8.0,31,2,None,Extremely Dissatisfied,Minimal Anxiety,2.0,Sweden,Sweden,SWE,SWE
10324,League of Legends,PC,35.0,I play for fun,winning,Gold,3.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,20.0,27,2,None,Dissatisfied,Minimal Anxiety,5.0,USA,USA,USA,USA
10327,League of Legends,PC,13.0,I play for fun,having fun,Gold,4.0,22,Employed,Bachelor (or equivalent),Multiplayer - online - with real life friends,48.0,11,7,Severe,Satisfied,Mild Anxiety,1.0,Canada,Canada,CAN,CAN
10345,League of Legends,PC,20.0,I play for fun,having fun,Silver,20.0,18,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,21.0,18,2,Mild,Slightly Satisfied,Minimal Anxiety,3.0,Brazil,Brazil,BRA,BRA
10353,League of Legends,PC,30.0,I play for fun,relaxing,Platinum,5.0,24,Student at college / university,Master (or equivalent),Multiplayer - online - with real life friends,34.0,27,1,Moderate,Dissatisfied,Minimal Anxiety,3.0,Greece,Greece,GRC,GRC
10354,League of Legends,PC,25.0,I play for fun,having fun,Silver,2.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,36.0,34,1,Moderate,Extremely Dissatisfied,Minimal Anxiety,1.0,Belgium,Germany,BEL,DEU
10358,League of Legends,PC,24.0,I play for fun,improving,Gold,10.0,23,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,40.0,16,9,Moderate,Slightly Satisfied,Mild Anxiety,2.0,Czech Republic,Czech Republic,CZE,CZE
10397,League of Legends,PC,20.0,I play for fun,improving,Gold,15.0,18,Student at school,None,Multiplayer - online - with strangers,20.0,17,4,None,Slightly Satisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10400,League of Legends,PC,30.0,I play for fun,having fun,Platinum,10.0,18,Student at school,High school diploma (or equivalent),Singleplayer,25.0,8,4,Mild,Extremely Satisfied,Minimal Anxiety,3.0,Czech Republic,Czech Republic,CZE,CZE
10401,League of Legends,PC,25.0,I play for fun,improving,Silver,8.0,21,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with strangers,45.0,23,15,Severe,Slightly Dissatisfied, Severe Anxiety,1.0,Italy,Moldova,ITA,MDA
10409,League of Legends,PC,30.0,I play for fun,improving,Platinum,45.0,19,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with real life friends,37.0,14,5,Moderate,Satisfied,Mild Anxiety,4.0,Germany,Germany,DEU,DEU
10416,League of Legends,PC,30.0,I play for fun,having fun,Gold,20.0,23,Student at college / university,Master (or equivalent),Multiplayer - online - with real life friends,15.0,18,0,None,Slightly Satisfied,Minimal Anxiety,1.0,Russia,Russia,RUS,RUS
10422,League of Legends,PC,20.0,I play for fun,winning,Platinum,0.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,9.0,33,2,None,Extremely Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10445,League of Legends,PC,40.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Gold,30.0,21,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,13.0,28,4,None,Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10456,League of Legends,PC,20.0,I play for fun,improving,Bronze,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,13.0,20,3,None,Neutral,Minimal Anxiety,4.0,USA,USA,USA,USA
10464,League of Legends,PC,10.0,I play for fun,improving,Silver,28.0,18,Student at school,None,Multiplayer - online - with strangers,30.0,7,7,Mild,Extremely Satisfied,Mild Anxiety,,Morocco,Morocco,MAR,MAR
10470,Counter Strike,PC,28.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Silver,10.0,21,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,0.0,27,0,None,Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10471,World of Warcraft,PC,18.0,I play for fun,improving,Gold,15.0,24,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,18.0,11,2,None,Satisfied,Minimal Anxiety,3.0,New Zealand ,New Zealand,NZL,NZL
10472,League of Legends,PC,15.0,I play for fun,relaxing,Platinum,2.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,38.0,15,13,Moderate,Slightly Satisfied,Moderate Anxiety,2.0,Portugal,Portugal,PRT,PRT
10477,League of Legends,PC,10.0,I play for fun,having fun,Silver,2.0,18,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,14.0,28,0,None,Dissatisfied,Minimal Anxiety,2.0,Portugal,Portugal,PRT,PRT
10482,League of Legends,PC,40.0,I play for fun,having fun,Platinum,1.0,20,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,19.0,13,0,None,Satisfied,Minimal Anxiety,1.0,Germany,Germany,DEU,DEU
10492,League of Legends,PC,10.0,I play for fun,improving,Silver,8.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,25.0,23,4,Mild,Slightly Dissatisfied,Minimal Anxiety,1.0,Belgium,Belgium,BEL,BEL
10497,League of Legends,PC,20.0,I play for fun,winning,Platinum,6.0,19,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with strangers,20.0,5,21,None,Extremely Satisfied, Severe Anxiety,5.0,Romania,Romania,ROU,ROU
10501,League of Legends,PC,15.0,I play for fun,relaxing,Gold,10.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,15.0,31,2,None,Extremely Dissatisfied,Minimal Anxiety,4.0,Denmark,Denmark,DNK,DNK
10506,League of Legends,PC,15.0,I play for fun,improving,Gold,25.0,20,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,24.0,20,6,Mild,Neutral,Mild Anxiety,1.0,USA,USA,USA,USA
10509,League of Legends,PC,15.0,I play for fun,having fun,Silver,24.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,8.0,20,7,None,Neutral,Mild Anxiety,3.0,USA,USA,USA,USA
10510,League of Legends,PC,20.0,I play for fun,improving,Silver,25.0,31,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,3.0,15,10,None,Slightly Satisfied,Moderate Anxiety,2.0,Canada,Canada,CAN,CAN
10513,League of Legends,PC,22.0,I play for fun,improving,Platinum,15.0,19,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,10.0,26,2,None,Dissatisfied,Minimal Anxiety,2.0,Canada,Canada,CAN,CAN
10518,League of Legends,PC,25.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,3.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,15.0,28,0,None,Dissatisfied,Minimal Anxiety,1.0,France,France,FRA,FRA
10523,League of Legends,PC,10.0,I play for fun,having fun,Platinum,8.0,24,Employed,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,19.0,20,4,None,Neutral,Minimal Anxiety,4.0,UK,UK,GBR,GBR
10524,Diablo 3,PC,20.0,I play for fun,having fun,Diamond,4.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,8.0,25,3,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
10525,Counter Strike,PC,12.0,I play for fun,relaxing,Platinum,15.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,43.0,19,0,Severe,Slightly Satisfied,Minimal Anxiety,1.0,Canada,Philippines,CAN,PHL
10527,League of Legends,PC,20.0,I play for fun,having fun,Gold,15.0,19,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,18.0,15,3,None,Slightly Satisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
10546,League of Legends,PC,30.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Gold,10.0,20,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,10.0,20,14,None,Neutral,Moderate Anxiety,1.0,USA,USA,USA,USA
10551,League of Legends,PC,1.0,I play for fun,having fun,Silver,20.0,22,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with strangers,18.0,19,2,None,Slightly Satisfied,Minimal Anxiety,1.0,Canada,Canada,CAN,CAN
10561,League of Legends,PC,40.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,25.0,18,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,10.0,15,3,None,Slightly Satisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
10569,League of Legends,PC,14.0,I play for fun,having fun,Gold,20.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,30.0,14,12,Mild,Satisfied,Moderate Anxiety,1.0,Finland,Finland,FIN,FIN
10572,Counter Strike,PC,20.0,I play for fun,relaxing,Gold,10.0,18,Student at school,None,Multiplayer - online - with real life friends,18.0,21,8,None,Slightly Dissatisfied,Mild Anxiety,,USA,USA,USA,USA
10574,League of Legends,PC,10.0,I play for fun,winning,Diamond,20.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,12.0,15,0,None,Slightly Satisfied,Minimal Anxiety,5.0,USA,Germany,USA,DEU
10587,League of Legends,PC,12.0,I play for fun,improving,Platinum,20.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,11.0,22,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Poland,Poland,POL,POL
10592,League of Legends,PC,12.0,I play for fun,improving,Silver,2.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,25.0,10,9,Mild,Satisfied,Mild Anxiety,4.0,USA,USA,USA,USA
10601,League of Legends,PC,28.0,I play for fun,having fun,Gold,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,22.0,18,0,Mild,Slightly Satisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10607,League of Legends,PC,15.0,I play for fun,having fun,Silver,15.0,23,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,35.0,5,15,Moderate,Extremely Satisfied, Severe Anxiety,1.0,Ireland,Ireland,IRL,IRL
10615,Other,PC,12.0,I play for fun,relaxing,Silver,16.0,21,Student at school,Bachelor (or equivalent),Singleplayer,37.0,10,6,Moderate,Satisfied,Mild Anxiety,2.0,Canada,Canada,CAN,CAN
10621,Starcraft 2,PC,20.0,I play for fun,improving,Diamond,0.0,20,Unemployed / between jobs,None,Singleplayer,5.0,22,7,None,Slightly Dissatisfied,Mild Anxiety,5.0,Norway,Norway,NOR,NOR
10622,League of Legends,PC,100.0,I play for fun,winning,Challenger,0.0,33,Unemployed / between jobs,Bachelor (or equivalent),Singleplayer,16.0,35,0,None,Extremely Dissatisfied,Minimal Anxiety,1.0,Unknown,Unknown,,
10626,Starcraft 2,PC,10.0,I play for fun,improving,Gold,25.0,28,Employed,Master (or equivalent),Multiplayer - online - with strangers,13.0,31,1,None,Extremely Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
10629,League of Legends,PC,9.0,I play for fun,improving,Platinum,25.0,18,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with real life friends,14.0,19,3,None,Slightly Satisfied,Minimal Anxiety,1.0,Canada,Canada,CAN,CAN
10652,League of Legends,PC,28.0,I play for fun,having fun,Platinum,7.0,26,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,5.0,9,8,None,Extremely Satisfied,Mild Anxiety,2.0,UK,UK,GBR,GBR
10656,League of Legends,PC,8.0,I play for fun,having fun,Gold,20.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,47.0,5,12,Severe,Extremely Satisfied,Moderate Anxiety,2.0,USA,USA,USA,USA
10659,League of Legends,PC,30.0,I play for fun,having fun,Gold,10.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,24.0,13,1,Mild,Satisfied,Minimal Anxiety,1.0,Canada,Canada,CAN,CAN
